,plant_id,month,year,Source,Generation
876,38,1,2019,MW_gen,7.75
877,38,2,2019,MW_gen,10.1
878,38,3,2019,MW_gen,23.45
879,38,4,2019,MW_gen,22.18
880,38,5,2019,MW_gen,29.59
881,38,6,2019,MW_gen,37.78
882,38,7,2019,MW_gen,35.48
883,38,8,2019,MW_gen,33.81
884,38,9,2019,MW_gen,25.34
885,38,10,2019,MW_gen,19.97
886,38,11,2019,MW_gen,7.98
887,38,12,2019,MW_gen,3.19
1948,38,1,2019,weather_adj,8.35
1949,38,2,2019,weather_adj,8.8
1950,38,3,2019,weather_adj,22.86
1951,38,4,2019,weather_adj,22.33
1952,38,5,2019,weather_adj,28.42
1953,38,6,2019,weather_adj,35.83
1954,38,7,2019,weather_adj,37.36
1955,38,8,2019,weather_adj,36.0
1956,38,9,2019,weather_adj,25.02
1957,38,10,2019,weather_adj,19.61
1958,38,11,2019,weather_adj,6.94
1959,38,12,2019,weather_adj,3.26
3020,38,1,2019,pv_syst,10.7
3021,38,2,2019,pv_syst,14.8
3022,38,3,2019,pv_syst,24.32
3023,38,4,2019,pv_syst,29.68
3024,38,5,2019,pv_syst,34.58
3025,38,6,2019,pv_syst,37.13
3026,38,7,2019,pv_syst,37.89
3027,38,8,2019,pv_syst,32.93
3028,38,9,2019,pv_syst,24.92
3029,38,10,2019,pv_syst,18.65
3030,38,11,2019,pv_syst,9.83
3031,38,12,2019,pv_syst,8.16
