,portfolio,month,year,Source,Generation
491,1,12,2019,MW_gen,2.63
492,1,1,2019,MW_gen,0.0
493,1,2,2019,MW_gen,0.0
494,1,3,2019,MW_gen,3.04
495,1,4,2019,MW_gen,31.21
496,1,5,2019,MW_gen,37.35
497,1,6,2019,MW_gen,39.5
498,1,7,2019,MW_gen,49.92
499,1,8,2019,MW_gen,45.32
500,1,9,2019,MW_gen,29.54
501,1,10,2019,MW_gen,21.7
502,1,11,2019,MW_gen,6.97
503,1,12,2019,MW_gen,1.25
504,1,1,2019,MW_gen,15.03
505,1,2,2019,MW_gen,16.88
506,1,3,2019,MW_gen,34.37
507,1,4,2019,MW_gen,30.48
508,1,5,2019,MW_gen,38.41
509,1,6,2019,MW_gen,46.02
510,1,7,2019,MW_gen,48.42
511,1,8,2019,MW_gen,47.22
512,1,9,2019,MW_gen,35.11
513,1,10,2019,MW_gen,23.17
514,1,11,2019,MW_gen,12.58
515,1,12,2019,MW_gen,10.26
516,1,1,2019,MW_gen,15.05
517,1,2,2019,MW_gen,17.58
518,1,3,2019,MW_gen,33.7
519,1,4,2019,MW_gen,33.68
520,1,5,2019,MW_gen,38.3
521,1,6,2019,MW_gen,44.52
522,1,7,2019,MW_gen,46.45
523,1,8,2019,MW_gen,42.08
524,1,9,2019,MW_gen,34.8
525,1,10,2019,MW_gen,24.99
526,1,11,2019,MW_gen,10.59
527,1,12,2019,MW_gen,6.99
528,1,1,2019,MW_gen,17.98
529,1,2,2019,MW_gen,18.95
530,1,3,2019,MW_gen,32.52
531,1,4,2019,MW_gen,36.41
532,1,5,2019,MW_gen,35.79
533,1,6,2019,MW_gen,43.19
534,1,7,2019,MW_gen,48.62
535,1,8,2019,MW_gen,46.86
536,1,9,2019,MW_gen,33.91
537,1,10,2019,MW_gen,27.33
538,1,11,2019,MW_gen,13.01
539,1,12,2019,MW_gen,14.81
540,1,1,2019,MW_gen,17.67
541,1,2,2019,MW_gen,18.79
542,1,3,2019,MW_gen,32.78
543,1,4,2019,MW_gen,36.03
544,1,5,2019,MW_gen,35.42
545,1,6,2019,MW_gen,42.71
546,1,7,2019,MW_gen,48.49
547,1,8,2019,MW_gen,30.99
548,1,9,2019,MW_gen,32.64
549,1,10,2019,MW_gen,27.4
550,1,11,2019,MW_gen,14.16
551,1,12,2019,MW_gen,14.89
552,1,1,2019,MW_gen,11.92
553,1,2,2019,MW_gen,14.83
554,1,3,2019,MW_gen,31.74
555,1,4,2019,MW_gen,29.9
556,1,5,2019,MW_gen,36.65
557,1,6,2019,MW_gen,43.34
558,1,7,2019,MW_gen,46.17
559,1,8,2019,MW_gen,45.18
560,1,9,2019,MW_gen,33.22
561,1,10,2019,MW_gen,27.25
562,1,11,2019,MW_gen,11.62
563,1,12,2019,MW_gen,8.78
564,1,1,2019,MW_gen,14.75
565,1,2,2019,MW_gen,16.41
566,1,3,2019,MW_gen,32.17
567,1,4,2019,MW_gen,29.06
568,1,5,2019,MW_gen,37.25
569,1,6,2019,MW_gen,44.21
570,1,7,2019,MW_gen,48.65
571,1,8,2019,MW_gen,44.66
572,1,9,2019,MW_gen,31.86
573,1,10,2019,MW_gen,25.99
574,1,11,2019,MW_gen,9.04
575,1,12,2019,MW_gen,7.22
576,1,1,2019,MW_gen,0.24
577,1,2,2019,MW_gen,1.16
578,1,3,2019,MW_gen,31.61
579,1,4,2019,MW_gen,37.0
580,1,5,2019,MW_gen,40.58
581,1,6,2019,MW_gen,48.81
582,1,7,2019,MW_gen,48.11
583,1,8,2019,MW_gen,37.74
584,1,9,2019,MW_gen,24.29
585,1,10,2019,MW_gen,22.02
586,1,11,2019,MW_gen,10.02
587,1,12,2019,MW_gen,6.24
588,1,1,2019,MW_gen,0.01
589,1,2,2019,MW_gen,0.0
590,1,3,2019,MW_gen,3.03
591,1,4,2019,MW_gen,17.51
592,1,5,2019,MW_gen,34.87
593,1,6,2019,MW_gen,42.27
594,1,7,2019,MW_gen,40.02
595,1,8,2019,MW_gen,42.85
596,1,9,2019,MW_gen,27.76
597,1,10,2019,MW_gen,22.02
598,1,11,2019,MW_gen,8.88
599,1,12,2019,MW_gen,0.61
600,1,1,2019,MW_gen,16.29
601,1,2,2019,MW_gen,18.02
602,1,3,2019,MW_gen,35.31
603,1,4,2019,MW_gen,35.24
604,1,5,2019,MW_gen,38.49
605,1,6,2019,MW_gen,44.69
606,1,7,2019,MW_gen,38.59
607,1,8,2019,MW_gen,44.42
608,1,9,2019,MW_gen,34.01
609,1,10,2019,MW_gen,25.05
