,plant_id,month,year,Source,Generation
1000,42,1,2019,MW_gen,7.81
1001,42,2,2019,MW_gen,7.83
1002,42,3,2019,MW_gen,20.51
1003,42,4,2019,MW_gen,20.54
1004,42,5,2019,MW_gen,22.49
1005,42,6,2019,MW_gen,26.63
1006,42,7,2019,MW_gen,32.37
1007,42,8,2019,MW_gen,30.46
1008,42,9,2019,MW_gen,6.25
1009,42,10,2019,MW_gen,7.46
1010,42,11,2019,MW_gen,5.91
1011,42,12,2019,MW_gen,4.38
2072,42,1,2019,weather_adj,
2073,42,2,2019,weather_adj,
2074,42,3,2019,weather_adj,
2075,42,4,2019,weather_adj,
2076,42,5,2019,weather_adj,
2077,42,6,2019,weather_adj,
2078,42,7,2019,weather_adj,
2079,42,8,2019,weather_adj,
2080,42,9,2019,weather_adj,
2081,42,10,2019,weather_adj,
2082,42,11,2019,weather_adj,
2083,42,12,2019,weather_adj,
3144,42,1,2019,pv_syst,6.4
3145,42,2,2019,pv_syst,12.72
3146,42,3,2019,pv_syst,19.7
3147,42,4,2019,pv_syst,23.49
3148,42,5,2019,pv_syst,26.16
3149,42,6,2019,pv_syst,27.53
3150,42,7,2019,pv_syst,28.18
3151,42,8,2019,pv_syst,25.8
3152,42,9,2019,pv_syst,21.78
3153,42,10,2019,pv_syst,16.5
3154,42,11,2019,pv_syst,9.53
3155,42,12,2019,pv_syst,7.23
