plant_id,portfolio,month,year,MW_gen,pv_syst,irradiance,pv_irradiance,weather_adj,,
15,1,3,2019,35.31,31.78,138,114.3,34.58,,
15,1,4,2019,35.24,37.83,129,141.5,33.27,,
15,1,5,2019,38.49,43.31,144,168.3,37.43,,
15,1,6,2019,44.69,43.01,176,171.8,44.5,,
15,1,7,2019,38.59,45.01,199,182.5,49.57,,
15,1,8,2019,44.42,39.86,166.8,160.3,41.89,,
15,1,9,2019,34.01,32.45,118,127.9,30.24,,
15,1,10,2019,25.05,25.73,94.83,96.9,25.46,,
15,1,11,2019,12.26,14.92,39.18,54.9,11.03,,
15,1,12,2019,8.18,12.03,46.54,43,8.06,,
16,1,1,2019,8.28,12.35,74.7,43.3,6.77,,
16,1,2,2019,20.14,17.22,51.38,59.8,6.35,,
16,1,3,2019,36.24,29.46,113,106.5,29.27,,
16,1,4,2019,34.2,37.97,126,143.2,31.21,,
16,1,5,2019,36.41,42.57,136,165.9,35.25,,
16,1,6,2019,43.36,42.51,169,170.9,42.46,,
16,1,7,2019,48.43,45.4,194,184.4,48.24,,
16,1,8,2019,46.35,39.3,185,159.8,45.95,,
16,1,9,2019,31.31,33.9,123,134,31.43,,
16,1,10,2019,24.01,25.71,89.2,97.8,23.68,,
16,1,11,2019,11.27,16.08,38.2,58.7,10.71,,
16,1,12,2019,7.25,12.82,29.81,45.1,7.01,,
17,1,1,2019,12.43,3.34,70.2,13.4,3.02,,
17,1,2,2019,14.82,11.05,69.06,38.3,7.04,,
17,1,3,2019,31,26.06,131,91.7,31.76,,
17,1,4,2019,26.12,38.03,108,144,25.26,,
17,1,5,2019,31.95,41.87,130,162.3,33.87,,
17,1,6,2019,39.89,44.15,169,178.4,42.24,,
17,1,7,2019,44.44,46.21,198,187.4,49.31,,
17,1,8,2019,42.73,40.93,186,164.7,46.69,,
17,1,9,2019,27.72,31.07,117,123.2,29.8,,
17,1,10,2019,25.03,24.69,95,92.6,25.89,,
17,1,11,2019,10.61,12.46,53.85,45.5,10.8,,
17,1,12,2019,7.53,6.88,40.77,24.8,7.85,,
18,1,1,2019,2.74,11.91,72,41.6,6.92,,
18,1,2,2019,6.23,18.79,99.4,64.9,13.42,,
18,1,3,2019,29.64,30.51,134.7,109.9,33.02,,
18,1,4,2019,34.79,38.09,128,142.9,31.87,,
18,1,5,2019,36.94,43,125,167.9,32.33,,
18,1,6,2019,43.04,42.97,168,173.2,42.1,,
18,1,7,2019,47.56,45.28,191,183.7,47.52,,
18,1,8,2019,45.5,39.31,163,159.4,40.67,,
18,1,9,2019,33.94,32.7,124,128.7,31.82,,
18,1,10,2019,23.59,25.57,92.77,96.1,24.93,,
18,1,11,2019,11.1,15.51,39.59,57,11.05,,
18,1,12,2019,4.56,12.94,18.51,45.7,4.44,,
19,2,1,2019,2.02,18.9,3.2,33.9,1.04,,
19,2,2,2019,19.8,27.15,39.59,47.7,13.65,,
19,2,3,2019,58.28,56.74,110,100.7,50.94,,
19,2,4,2019,66.79,69.04,123,126.8,65.39,,
19,2,5,2019,78.1,83.53,137,158.3,73.01,,
19,2,6,2019,89.11,88.69,165,173,85.43,,
19,2,7,2019,99.93,89.08,191,176.2,97.53,,
19,2,8,2019,90.28,74.43,177,146.9,90.58,,
19,2,9,2019,64.86,66.86,122,129,63.86,,
19,2,10,2019,49.97,48.75,90.43,90.6,49.15,,
19,2,11,2019,20.55,26.85,,49.2,21.47,,
19,2,12,2019,20.2,20.62,42.92,37.1,20.95,,
20,2,1,2019,1.97,14.57,2.23,25.7,0.59,,
20,2,2,2019,13.49,19,30.56,33,8.19,,
20,2,3,2019,53.8,51.27,104,89.3,50.28,,
20,2,4,2019,65.96,65.65,116,119,65.47,,
20,2,5,2019,71.03,80.97,110,152.3,43.55,,
20,2,6,2019,91,87.94,169,170.4,88.09,,
20,2,7,2019,100.15,88.54,191,172.8,98.84,,
20,2,8,2019,91.48,72.46,174,139.7,91.15,,
20,2,9,2019,60.62,62.87,115,118.5,61.62,,
20,2,10,2019,42.61,43.89,79.84,80.1,44.19,,
20,2,11,2019,17.96,23.29,,41.6,18.56,,
20,2,12,2019,18.47,16.12,35.63,28.4,19.04,,
21,2,1,2019,0.96,9,2.22,25.8,0.36,,
21,2,2,2019,7.75,11.9,30.56,33,4.53,,
21,2,3,2019,34.54,33.15,104,90.1,32.26,,
21,2,4,2019,44.1,42.45,116,119.9,42.05,,
21,2,5,2019,49.16,52.43,110,153.4,27.96,,
21,2,6,2019,59.96,56.89,169,171.3,56.69,,
21,2,7,2019,65.99,57.2,191,173.7,63.53,,
21,2,8,2019,61.02,46.84,174,140.7,58.51,,
21,2,9,2019,40.48,40.9,115,120.2,39.52,,
21,2,10,2019,28.75,28.49,79.84,81.5,28.19,,
21,2,11,2019,11.68,14.94,,42.3,11.71,,
21,2,12,2019,12.26,10.22,35.63,29.1,12.33,,
22,2,1,2019,2.37,16.75,2.7,28.8,0.83,,
22,2,2,2019,16.33,23.93,29.56,40.6,9.95,,
22,2,3,2019,62.29,54.89,112,94.2,57.36,,
22,2,4,2019,69.46,69.92,87.24,125.3,47.67,,
22,2,5,2019,77.44,85.86,131,159.4,71.27,,
22,2,6,2019,91.48,91.48,167,174.4,88.47,,
22,2,7,2019,101.9,91.84,185,176.7,97.12,,
22,2,8,2019,94.74,77.1,170,146,90.67,,
22,2,9,2019,66.16,67.02,119,125.3,64.29,,
22,2,10,2019,48.83,48.39,82.24,86.8,46.31,,
22,2,11,2019,23.11,26.34,,46.3,20.31,,
22,2,12,2019,21.91,19.85,37.67,34,22.45,,
23,2,1,2019,2.23,30.44,2.4,52.6,0.76,,
23,2,2,2019,9.96,43.55,28.76,74,10.7,,
23,2,3,2019,61.99,63.15,127,110.3,60.57,,
23,2,4,2019,59.15,76.24,110,140.9,58.86,,
23,2,5,2019,64.79,85.22,132,161.5,70.35,,
23,2,6,2019,,91.48,171,176,42.77,,
23,2,7,2019,37.53,94.46,183,184.5,94.63,,
23,2,8,2019,98.12,84.93,192,163.5,100.73,,
23,2,9,2019,69.54,66.02,133,124.4,71.29,,
23,2,10,2019,55.44,51.55,101,94.3,55.76,,
23,2,11,2019,20.44,27.62,,50,24.26,,
23,2,12,2019,15.77,23.96,40.58,42.1,15.94,,
24,2,1,2019,0.7,5.28,2.09,26.8,0.18,,
24,2,2,2019,5.25,8.48,39.59,40.8,3.98,,
24,2,3,2019,20.21,19.67,110,93.8,20,,
24,2,4,2019,25.23,25.28,123,123.9,24.5,,
24,2,5,2019,29.85,31.25,137,157.3,27.49,,
24,2,6,2019,34.55,33.46,165,173.4,32.16,,
24,2,7,2019,38,33.44,191,176,36.65,,
24,2,8,2019,34.73,27.41,177,144.2,33.98,,
24,2,9,2019,24.04,23.88,122,122.8,23.96,,
24,2,10,2019,17.37,16.77,90.43,83.8,18.28,,
24,2,11,2019,7.55,8.88,,44.4,7.87,,
24,2,12,2019,6.48,6.44,42.92,32.1,6.6,,
25,2,1,2019,0.26,6.96,2.03,33.3,0.16,,
25,2,2,2019,5.05,11.27,38.17,51.6,3.68,,
25,2,3,2019,17.76,22.28,110,103.9,18.25,,
25,2,4,2019,20.12,28.98,113,141.1,23.77,,
25,2,5,2019,29.26,32.91,139,165.2,27.97,,
25,2,6,2019,36.58,34.3,181,176.5,35.53,,
25,2,7,2019,38.54,35.33,193,185.5,37.13,,
25,2,8,2019,34.91,30.89,179,159.1,35.1,,
25,2,9,2019,23.99,23.46,120,118.4,24.01,,
25,2,10,2019,18.8,17.08,95.15,83.6,19.63,,
25,2,11,2019,5.83,8.97,,43.8,6.01,,
25,2,12,2019,4.92,6.31,37.09,30.6,5.14,,
26,3,1,2019,0,,,,0,,
26,3,2,2019,0,,,,0,,
26,3,3,2019,0,,,,0,,
26,3,4,2019,1.0697,,,,1.48,,
26,3,5,2019,0,,,,1.619,,
26,3,6,2019,5.112,,,,15.92,,
26,3,7,2019,6.334,,,,17.81,,
26,3,8,2019,3.648,,,,16.08,,
26,3,9,2019,0.891,,,,11.19,,
26,3,10,2019,3.101,,,,7.9,,
26,3,11,2019,1.335,,,,1.5,,
26,3,12,2019,2.558,,,,2.1,,
27,3,1,2019,4.59,4.02,,40.8,,,
27,3,2,2019,4.82,6.29,,63.6,,,
27,3,3,2019,10.15,7.93,126,107.1,18.5,,
27,3,4,2019,8.54,12.76,126,143.2,10.1,,
27,3,5,2019,3.93,13.98,137.67,160.5,11.49,,
27,3,6,2019,3.23,13.78,172.29,177.9,12.81,,
27,3,7,2019,13.27,15.39,193,186.1,14.32,,
27,3,8,2019,14.83,13.9,177,165.4,14.87,,
27,3,9,2019,11.28,9.57,108,123.7,8.32,,
27,3,10,2019,9.48,7.92,75.46,87.8,6.81,,
27,3,11,2019,3.06,4.48,,48.1,3.2,,
27,3,12,2019,2.44,3.16,,35.1,2.02,,
28,3,1,2019,6.54,4.13,,16.5,,,
28,3,2,2019,9.96,9.93,,35.3,,,
28,3,3,2019,22.24,24.13,126,85.9,17.66,,
28,3,4,2019,21.55,35.04,126,132.1,30.08,,
28,3,5,2019,28.42,40.79,135.2,158,33.52,,
28,3,6,2019,37.05,44.35,172.29,178.4,41.24,,
28,3,7,2019,33.47,45.62,193,185.1,46.08,,
28,3,8,2019,37.15,38.81,177,165.4,41.52,,
28,3,9,2019,22.51,27.81,108,109.3,27.35,,
28,3,10,2019,18.1,19.62,75.46,73.9,20.03,,
28,3,11,2019,5.6,9.64,,36,9.2,,
28,3,12,2019,2.79,5.27,,20.1,2.93,,
29,3,1,2019,6.73,13.62,,40.2,,,
29,3,2,2019,8.15,18.47,,53.8,,,
29,3,3,2019,27.03,32.08,126,96.7,16.82,,
29,3,4,2019,26.73,43.52,126,138.5,36.95,,
29,3,5,2019,22.36,50.73,143.83,168.7,41.69,,
29,3,6,2019,12.44,51.42,167.36,173.4,47.81,,
29,3,7,2019,15.37,54.18,199,185.8,56.85,,
29,3,8,2019,24.08,46.63,182,157.7,53.79,,
29,3,9,2019,25.25,37.84,115,125.1,34.78,,
29,3,10,2019,18.6,28.25,75.3,89.4,23.79,,
29,3,11,2019,5.64,16.62,,51.9,13.18,,
29,3,12,2019,6,11.34,,34.3,8.715,,
30,3,1,2019,9.26,12.99,,42,,,
30,3,2,2019,16.06,17.95,,57.9,,,
30,3,3,2019,37.86,30.33,,101,15.97,,
30,3,4,2019,37.32,39.55,126,140.9,31.83,,
30,3,5,2019,36.12,45.43,142.76,166.7,37.33,,
30,3,6,2019,46.02,45.24,165.96,170.9,42.06,,
30,3,7,2019,52.37,48.56,199,185.5,50.44,,
30,3,8,2019,46.26,42.41,161,161.4,42.25,,
30,3,9,2019,35.64,35.5,115,132,30.92,,
30,3,10,2019,21.43,26.63,64.81,94.1,18.34,,
30,3,11,2019,11.68,16.55,,56.6,10.37,,
30,3,12,2019,8.17,11.53,,38.2,8.83,,
31,3,1,2019,1.61,8.13,,40,,,
31,3,2,2019,0.22,10.03,,48.9,,,
31,3,3,2019,7.6,17.57,,95.5,15.13,,
31,3,4,2019,10.97,26.15,126,137.3,21.6,,
31,3,5,2019,11.89,30.42,142.68,165.6,25,,108.55
31,3,6,2019,14.01,28.13,166.34,171,26.15,,
31,3,7,2019,15.61,32.73,199,186,31.27,,
31,3,8,2019,13.94,28.09,161,158.9,28.42,,
31,3,9,2019,10.55,20.48,115,126,18.69,,
31,3,10,2019,12.37,16.93,73.26,88.5,14.01,,
31,3,11,2019,5.51,9.81,,50.3,5.47,,
31,3,12,2019,4.27,5.62,,30.2,4.914,,
32,4,1,2019,3.17,2.8,59.9,19.8,2.17,,
32,4,2,2019,4.03,6.64,83.3,44.4,5.42,,
32,4,3,2019,13.41,14.54,123.2,99.3,12.19,,
32,4,4,2019,14.52,19.52,123.2,138.4,16.79,,
32,4,5,2019,18.58,21.96,132.41,161.1,18.05,,
32,4,6,2019,23.81,23.57,165.66,176.9,22.07,,
32,4,7,2019,26.13,24.54,186,186.2,24.56,,
32,4,8,2019,24.15,21.05,177,158.4,23.53,,
32,4,9,2019,15.21,15.73,108,115.9,14.59,,
32,4,10,2019,11.77,11.65,75.46,82.9,10.6,,
32,4,11,2019,3.65,6.35,38.16,44.5,3.81,,
32,4,12,2019,1.71,3.73,37.68,25.8,2.36,,
33,4,1,2019,14.7,8.74,60.4,19.9,6.74,,
33,4,2,2019,17.42,20.51,83.8,44.7,16.85,,
33,4,3,2019,41.01,44.96,123.7,99.6,37.71,,
33,4,4,2019,39.34,60.63,123.7,138.7,52.27,,
33,4,5,2019,55.41,68.56,132.57,161.3,56.35,,
33,4,6,2019,74.59,73.88,165.84,177.1,69.18,,
33,4,7,2019,82.38,77.08,186,186.3,77.12,,
33,4,8,2019,75.38,66.07,177,158.7,73.69,,
33,4,9,2019,47.18,49.21,108,116.3,45.49,,
33,4,10,2019,35.77,36.26,75.46,83.3,32.85,,
33,4,11,2019,11.88,19.71,38.16,44.7,11.78,,
33,4,12,2019,5.64,11.61,37.68,26,7.29,,
34,4,1,2019,2.55,2.25,60.5,22.9,1.52,,
34,4,2,2019,3.67,4.04,83,39.6,3.17,,
34,4,3,2019,8.99,9,124.1,89.4,7.26,,
34,4,4,2019,11.59,13.58,124.1,139.9,11.64,,
34,4,5,2019,14.31,15.72,137.58,167.4,12.92,,
34,4,6,2019,17.92,16.24,167.63,179.3,15.18,,
34,4,7,2019,19.68,16.83,186,187.2,16.76,,
34,4,8,2019,18.22,14.77,173,162.8,15.7,,
34,4,9,2019,11.4,11.22,104,121.4,9.57,,
34,4,10,2019,9.23,8.23,98.51,86,9.43,,
34,4,11,2019,2.54,4.33,37.99,44.3,2.6,,
34,4,12,2019,1.01,3.19,41.15,31.8,1.38,,
35,4,1,2019,3.86,11.3,50.39,45.7,6.56,,
35,4,2,2019,8.47,15.38,61.7,61.7,8.37,,
35,4,3,2019,23.7,25.34,126,104.1,19.34,,
35,4,4,2019,24.37,32.01,105,137.9,23.56,,
35,4,5,2019,31.28,36.41,134,161.3,30.25,,
35,4,6,2019,38.87,39.48,171,178.8,37.76,,
35,4,7,2019,43.47,40.54,190,186.8,41.23,,
35,4,8,2019,37.66,35.05,182,161.3,39.54,,
35,4,9,2019,24.53,26.2,119,116.6,26.74,,
35,4,10,2019,19.58,19.21,98.15,82.4,22.86,,
35,4,11,2019,6.97,10.29,48.83,43.7,9.97,,
35,4,12,2019,4.04,8.27,35.6,34.4,3.99,,
36,4,1,2019,10.26,17.67,64.83,48.2,13.77,,
36,4,2,2019,14.66,23.81,66.99,64.4,14.14,,
36,4,3,2019,36.25,39.44,129,108.8,36.1,,
36,4,4,2019,35.86,47.35,107,136.9,35.77,,
36,4,5,2019,46.55,55.26,128,163,43.39,,
36,4,6,2019,56.3,59.32,174,179.2,57.6,,
36,4,7,2019,59.86,60.58,185,186.7,60.03,,
36,4,8,2019,49.1,52.92,178,161.7,58.25,,
36,4,9,2019,40.42,40.16,121,120.6,40.29,,
36,4,10,2019,27.03,30.19,96.33,87,33.43,,
36,4,11,2019,9,15.92,45.14,45.5,15.79,,
36,4,12,2019,5.16,13,38.73,36,5.13,,
37,4,1,2019,8.46,13.37,64.83,46.8,10.44,,
37,4,2,2019,10.75,18.47,66.99,64.4,10.98,,
37,4,3,2019,27.55,30.33,127,108,27.39,,
37,4,4,2019,27.28,36.99,107,137.5,27.82,,
37,4,5,2019,35.38,43.08,134.71,163.9,35.41,,
37,4,6,2019,44.83,46.24,174,180.3,44.62,,
37,4,7,2019,46.98,47.17,185,187.6,46.52,,
37,4,8,2019,44.09,41.01,177,161.9,44.84,,
37,4,9,2019,30.17,31.05,121,120.5,31.18,,
37,4,10,2019,24.37,23.25,99.43,86.5,26.73,,
37,4,11,2019,9.38,12.27,38.16,45,8.7,,
37,4,12,2019,3.78,10.2,40.41,36.2,3.8,,
38,4,1,2019,7.75,10.7,64.83,46.8,8.35,,
38,4,2,2019,10.1,14.8,66.99,64.4,8.8,,
38,4,3,2019,23.45,24.32,127,108,22.86,,
38,4,4,2019,22.18,29.68,107,137.5,22.33,,
38,4,5,2019,29.59,34.58,134.71,163.9,28.42,,
38,4,6,2019,37.78,37.13,174,180.3,35.83,,
38,4,7,2019,35.48,37.89,185,187.6,37.36,,
38,4,8,2019,33.81,32.93,177,161.9,36,,
38,4,9,2019,25.34,24.92,121,120.5,25.02,,
38,4,10,2019,19.97,18.65,90.97,86.5,19.61,,
38,4,11,2019,7.98,9.83,38.16,45,6.94,,
38,4,12,2019,3.19,8.16,39.42,36.2,3.26,,
39,4,1,2019,4.94,7.68,64.83,46.8,5.99,,
39,4,2,2019,6.11,10.67,66.99,64.4,6.35,,
39,4,3,2019,17.3,17.48,127,108,15.78,,
39,4,4,2019,16.52,20.98,107,137.5,15.78,,
39,4,5,2019,21.6,24.46,134.71,163.9,20.1,,
39,4,6,2019,26.3,26.16,174,180.3,25.25,,
39,4,7,2019,27.93,26.51,195,187.6,27.55,,
39,4,8,2019,25.08,23.18,177,161.9,25.34,,
39,4,9,2019,18.05,17.63,121,120.5,17.7,,
39,4,10,2019,14.77,13.36,75.46,86.5,11.65,,
39,4,11,2019,5.89,7.02,38.16,45,5.95,,
39,4,12,2019,2.73,5.83,39.92,36.2,2.79,,
1,1,1,2020,12.97,13.46,46.38,48.1,16.5,,
2,1,1,2020,1.5,14.03,39.083,47.8,15.5,,
3,1,1,2020,1.39,14.12,4.109,47.6,1.69,,
4,1,1,2020,6.45,8.56,44.168,30.3,19.89,,
5,1,1,2020,0.81,4.8,15.473,18.6,6.97,,
6,1,1,2020,2.15,8.4,42.38,29.8,19.04,,
7,1,1,2020,12.48,14.77,47.039,51.5,16.35,,
8,1,1,2020,5.01,12.78,35.2,44.6,13.8,,
9,1,1,2020,13.54,13.6,48.883,47,14.14,,
10,1,1,2020,12.93,13.06,49.165,47,13.66,,
11,1,1,2020,8.83,14.82,46.404,51.9,16.31,,
12,1,1,2020,6.95,11.52,47.183,40.6,18.72,,
13,1,1,2020,3.12,10.86,45.353,37.5,19.07,,
14,1,1,2020,1.35,8.37,40.946,29.6,18.46,,
15,1,1,2020,5.84,14.7,40.503,51.1,15.46,,
16,1,1,2020,2.99,12.35,37.18,43.3,14.81,,
17,1,1,2020,3.55,3.34,41.512,13.4,18.62,,
18,1,1,2020,0.59,11.91,24.112,41.6,9.65,,
19,2,1,2020,15.88,18.9,40.71,33.9,16.58,,
20,2,1,2020,16.53,14.57,35.78,25.7,23.34,,
21,2,1,2020,10.09,9,35.78,25.8,14.46,,
22,2,1,2020,21.42,16.75,33.96,28.8,20.73,,
23,2,1,2020,13.75,30.44,50.96,52.6,14.18,,
24,2,1,2020,6.68,5.28,40.71,26.8,6.95,,
25,2,1,2020,4.62,6.96,34.11,33.3,4.73,,
26,3,1,2020,4.11,4.66,51.12,40.8,4.28,,
27,3,1,2020,3.74,4.02,51.12,40.8,3.69,,
28,3,1,2020,4.86,4.13,20.67,16.5,5,,
29,3,1,2020,1.44,13.62,42.11,40.2,1.43,,
30,3,1,2020,4.5,12.99,42.11,42,4.69,,
31,3,1,2020,1.025,8.13,42.59,40,1.01,,
32,4,1,2020,0.841,2.803,39.9,19.8,0.847,,
33,4,1,2020,3.046,8.742,39.9,19.8,2.92,,
34,4,1,2020,0.7006,2.25,46.43,22.9,0.684,,
35,4,1,2020,4.005,11.303,46.33,45.7,4.202,,
36,4,1,2020,8.129,17.67,44.62,48.2,8.179,,
37,4,1,2020,5.48,13.371,47.57,46.8,5.663,,
38,4,1,2020,5,10.701,45.48,46.8,5.2,,
39,4,1,2020,3.69,7.68,51.12,46.8,3.64,,
40,5,1,2020,15.43,34.56,32.52,60.5,,,
41,5,1,2020,7.31,13.03,42.56,50.9,,,
41,5,3,2015,4.21,,,,,,
41,5,4,2015,23.57,,,,,,
41,5,5,2015,27.33,,,,,,
41,5,12,2015,7.63,,,,,,
41,5,11,2015,17.16,,,,,,
41,5,10,2015,25.03,,,,,,
41,5,9,2015,35.43,,,,,,
41,5,8,2015,42.76,,,,,,
41,5,7,2015,52.06,,,,,,
41,5,6,2015,33.14,,,,,,
42,5,1,2020,4.96,6.4,42.5,52.8,4.46,,
43,5,1,2020,6.8,9.19,42.78,52.8,6.45,,
44,5,1,2020,10.98,15.9,43.15,51.4,11.57,,
45,5,1,2020,10.67,14.64,44.37,51.8,10.87,,
