,plant_id,month,year,Source,Generation
1012,43,1,2019,MW_gen,10.37
1013,43,2,2019,MW_gen,10.5
1014,43,3,2019,MW_gen,27.98
1015,43,4,2019,MW_gen,28.39
1016,43,5,2019,MW_gen,35.48
1017,43,6,2019,MW_gen,37.08
1018,43,7,2019,MW_gen,45.33
1019,43,8,2019,MW_gen,42.42
1020,43,9,2019,MW_gen,30.04
1021,43,10,2019,MW_gen,25.22
1022,43,11,2019,MW_gen,8.54
1023,43,12,2019,MW_gen,6.76
2084,43,1,2019,weather_adj,
2085,43,2,2019,weather_adj,
2086,43,3,2019,weather_adj,
2087,43,4,2019,weather_adj,
2088,43,5,2019,weather_adj,
2089,43,6,2019,weather_adj,
2090,43,7,2019,weather_adj,
2091,43,8,2019,weather_adj,
2092,43,9,2019,weather_adj,
2093,43,10,2019,weather_adj,
2094,43,11,2019,weather_adj,
2095,43,12,2019,weather_adj,
3156,43,1,2019,pv_syst,9.19
3157,43,2,2019,pv_syst,19.68
3158,43,3,2019,pv_syst,28.23
3159,43,4,2019,pv_syst,33.64
3160,43,5,2019,pv_syst,37.57
3161,43,6,2019,pv_syst,39.61
3162,43,7,2019,pv_syst,40.69
3163,43,8,2019,pv_syst,37.16
3164,43,9,2019,pv_syst,31.37
3165,43,10,2019,pv_syst,23.74
3166,43,11,2019,pv_syst,13.61
3167,43,12,2019,pv_syst,10.31
