,plant_id,month,year,Source,Generation
1024,44,1,2019,MW_gen,17.27
1025,44,2,2019,MW_gen,18.53
1026,44,3,2019,MW_gen,49.8
1027,44,4,2019,MW_gen,49.3
1028,44,5,2019,MW_gen,61.5
1029,44,6,2019,MW_gen,73.55
1030,44,7,2019,MW_gen,77.0
1031,44,8,2019,MW_gen,72.42
1032,44,9,2019,MW_gen,51.19
1033,44,10,2019,MW_gen,42.65
1034,44,11,2019,MW_gen,14.04
1035,44,12,2019,MW_gen,11.35
2096,44,1,2019,weather_adj,
2097,44,2,2019,weather_adj,
2098,44,3,2019,weather_adj,
2099,44,4,2019,weather_adj,
2100,44,5,2019,weather_adj,
2101,44,6,2019,weather_adj,
2102,44,7,2019,weather_adj,
2103,44,8,2019,weather_adj,
2104,44,9,2019,weather_adj,
2105,44,10,2019,weather_adj,
2106,44,11,2019,weather_adj,
2107,44,12,2019,weather_adj,
3168,44,1,2019,pv_syst,15.9
3169,44,2,2019,pv_syst,33.12
3170,44,3,2019,pv_syst,48.5
3171,44,4,2019,pv_syst,58.82
3172,44,5,2019,pv_syst,66.58
3173,44,6,2019,pv_syst,70.48
3174,44,7,2019,pv_syst,72.38
3175,44,8,2019,pv_syst,65.27
3176,44,9,2019,pv_syst,54.01
3177,44,10,2019,pv_syst,40.24
3178,44,11,2019,pv_syst,23.21
3179,44,12,2019,pv_syst,17.68
