,plant_id,month,year,Source,Generation
660,20,1,2019,MW_gen,1.97
661,20,2,2019,MW_gen,13.49
662,20,3,2019,MW_gen,53.8
663,20,4,2019,MW_gen,65.96
664,20,5,2019,MW_gen,71.03
665,20,6,2019,MW_gen,91.0
666,20,7,2019,MW_gen,100.15
667,20,8,2019,MW_gen,91.48
668,20,9,2019,MW_gen,60.62
669,20,10,2019,MW_gen,42.61
670,20,11,2019,MW_gen,17.96
671,20,12,2019,MW_gen,18.47
1732,20,1,2019,weather_adj,0.59
1733,20,2,2019,weather_adj,8.19
1734,20,3,2019,weather_adj,50.28
1735,20,4,2019,weather_adj,65.47
1736,20,5,2019,weather_adj,43.55
1737,20,6,2019,weather_adj,88.09
1738,20,7,2019,weather_adj,98.84
1739,20,8,2019,weather_adj,91.15
1740,20,9,2019,weather_adj,61.62
1741,20,10,2019,weather_adj,44.19
1742,20,11,2019,weather_adj,18.56
1743,20,12,2019,weather_adj,19.04
2804,20,1,2019,pv_syst,14.57
2805,20,2,2019,pv_syst,19.0
2806,20,3,2019,pv_syst,51.27
2807,20,4,2019,pv_syst,65.65
2808,20,5,2019,pv_syst,80.97
2809,20,6,2019,pv_syst,87.94
2810,20,7,2019,pv_syst,88.54
2811,20,8,2019,pv_syst,72.46
2812,20,9,2019,pv_syst,62.87
2813,20,10,2019,pv_syst,43.89
2814,20,11,2019,pv_syst,23.29
2815,20,12,2019,pv_syst,16.12
