,plant_id,month,year,Source,Generation
804,32,1,2019,MW_gen,3.17
805,32,2,2019,MW_gen,4.03
806,32,3,2019,MW_gen,13.41
807,32,4,2019,MW_gen,14.52
808,32,5,2019,MW_gen,18.58
809,32,6,2019,MW_gen,23.81
810,32,7,2019,MW_gen,26.13
811,32,8,2019,MW_gen,24.15
812,32,9,2019,MW_gen,15.21
813,32,10,2019,MW_gen,11.77
814,32,11,2019,MW_gen,3.65
815,32,12,2019,MW_gen,1.71
1876,32,1,2019,weather_adj,2.17
1877,32,2,2019,weather_adj,5.42
1878,32,3,2019,weather_adj,12.19
1879,32,4,2019,weather_adj,16.79
1880,32,5,2019,weather_adj,18.05
1881,32,6,2019,weather_adj,22.07
1882,32,7,2019,weather_adj,24.56
1883,32,8,2019,weather_adj,23.53
1884,32,9,2019,weather_adj,14.59
1885,32,10,2019,weather_adj,10.6
1886,32,11,2019,weather_adj,3.81
1887,32,12,2019,weather_adj,2.36
2948,32,1,2019,pv_syst,2.8
2949,32,2,2019,pv_syst,6.64
2950,32,3,2019,pv_syst,14.54
2951,32,4,2019,pv_syst,19.52
2952,32,5,2019,pv_syst,21.96
2953,32,6,2019,pv_syst,23.57
2954,32,7,2019,pv_syst,24.54
2955,32,8,2019,pv_syst,21.05
2956,32,9,2019,pv_syst,15.73
2957,32,10,2019,pv_syst,11.65
2958,32,11,2019,pv_syst,6.35
2959,32,12,2019,pv_syst,3.73
